Car Id,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1936,Mahindra KUV 100 G80 K2,2018,320000,30000,Petrol,Individual,Manual,Second Owner
1937,Maruti A-Star Vxi,2010,130000,70000,Petrol,Individual,Manual,Second Owner
1938,Tata Indica DLS,2006,57000,80000,Diesel,Individual,Manual,Second Owner
1939,Hyundai Santro GLS I - Euro I,2005,75000,60000,Petrol,Individual,Manual,First Owner
1940,Maruti 800 DX,2003,60000,35000,Petrol,Individual,Manual,First Owner
1941,Maruti Alto LXi BSIII,2008,125000,70000,Petrol,Individual,Manual,First Owner
1942,Honda City 1.5 EXI S,2004,105000,100000,Petrol,Individual,Manual,Third Owner
1943,Maruti Wagon R LXI DUO BSIII,2008,125000,152000,LPG,Individual,Manual,Second Owner
1944,Maruti Zen LXI,1998,69000,70000,Petrol,Individual,Manual,Second Owner
1945,Tata Indigo LX,2012,130000,90000,Diesel,Individual,Manual,Second Owner
1946,Maruti Baleno Zeta 1.2,2019,630000,40000,Petrol,Individual,Manual,First Owner
1947,Honda Amaze E i-VTEC,2016,330000,50000,Petrol,Individual,Manual,Second Owner
1948,Maruti Wagon R VXI BS IV,2014,340000,15000,Petrol,Individual,Manual,Second Owner
1949,Hyundai Santro Xing XG eRLX Euro III,2006,60000,120000,Petrol,Individual,Manual,Third Owner
1950,Tata Safari Storme EX,2014,550000,78322,Diesel,Individual,Manual,First Owner
1951,Maruti Ertiga VDI,2014,480000,110000,Diesel,Individual,Manual,Second Owner
1952,Hyundai Verna 1.6 SX CRDi (O),2013,315000,80000,Diesel,Individual,Manual,Second Owner
1953,Ford Fiesta Titanium 1.5 TDCi,2012,165000,120000,Diesel,Individual,Manual,First Owner
1954,Chevrolet Beat LS,2016,170000,125000,Petrol,Individual,Manual,First Owner
1955,Maruti Baleno Delta 1.2,2018,550000,8000,Petrol,Individual,Manual,First Owner
1956,Volkswagen Ameo 1.2 MPI Trendline,2018,465000,13000,Petrol,Individual,Manual,First Owner
1957,Tata Indica Vista Quadrajet LX,2012,120000,80000,Diesel,Individual,Manual,Third Owner
1958,Hyundai Verna 1.6 Xi ABS,2008,220000,54309,Petrol,Individual,Manual,First Owner
1959,Ford Figo Diesel LXI,2011,180000,70000,Diesel,Individual,Manual,Second Owner
1960,Chevrolet Aveo 1.6 LT,2006,150000,34600,Petrol,Individual,Manual,Third Owner
1961,Tata Zest Revotron 1.2T XMS,2016,520000,25000,Petrol,Individual,Manual,First Owner
1962,Tata Safari Storme EX,2013,430000,80000,Diesel,Individual,Manual,Third Owner
1963,Mahindra Bolero DI DX 8 Seater,2009,300000,55000,Diesel,Individual,Manual,Second Owner
1964,Hyundai Venue SX Opt Diesel,2020,1000000,5000,Diesel,Individual,Manual,First Owner
1965,Honda WR-V i-DTEC VX,2017,725000,30000,Diesel,Individual,Manual,First Owner
1966,Hyundai Verna 1.4 EX,2011,500000,31000,Diesel,Individual,Manual,First Owner
1967,Maruti Wagon R LXI BS IV,2011,250000,50000,Petrol,Individual,Manual,First Owner
1968,Maruti Swift Dzire VDI,2018,700000,38217,Diesel,Individual,Manual,First Owner
1969,Ford Figo Petrol ZXI,2011,185000,50000,Petrol,Individual,Manual,Third Owner
1970,Maruti Ritz VDi,2011,200000,120000,Diesel,Individual,Manual,First Owner
1971,Mahindra Bolero DI,2004,315000,110000,Diesel,Individual,Manual,Third Owner
1972,Tata Hexa XT,2019,1100000,40000,Diesel,Individual,Manual,First Owner
1973,Hyundai Santro LP zipPlus,2001,52000,50000,Petrol,Individual,Manual,Third Owner
1974,Hyundai i20 Active 1.2 S,2017,600000,10000,Petrol,Individual,Manual,First Owner
1975,Tata Harrier XZ BSIV,2019,1700000,10000,Diesel,Individual,Manual,First Owner
1976,Nissan Terrano XL Plus 85 PS,2015,451000,100000,Diesel,Individual,Manual,First Owner
1977,Mahindra KUV 100 mFALCON G80 K8 5str,2016,370000,60000,Petrol,Individual,Manual,First Owner
1978,Ford Endeavour 3.2 Titanium AT 4X4,2017,2700000,30000,Diesel,Individual,Automatic,First Owner
1979,Renault KWID RXT Optional,2016,280000,23000,Petrol,Individual,Manual,First Owner
1980,Maruti Wagon R VXI BS IV,2017,350000,30000,Petrol,Individual,Manual,First Owner
1981,Hyundai i10 Sportz,2011,250000,50000,Petrol,Individual,Manual,First Owner
1982,Maruti Alto 800 LXI,2014,204999,25000,Petrol,Individual,Manual,Second Owner
1983,Maruti Ignis 1.2 Delta BSIV,2019,500000,15000,Petrol,Individual,Manual,First Owner
1984,Tata Indica Vista Aqua TDI BSIII,2009,150000,30000,Diesel,Individual,Manual,First Owner
1985,Chevrolet Spark 1.0 LS,2010,175000,45000,Petrol,Individual,Manual,Second Owner
1986,Chevrolet Spark 1.0 LS,2009,170000,44800,Petrol,Individual,Manual,Second Owner
1987,Tata Manza Aura Safire,2010,200000,50000,Petrol,Individual,Manual,First Owner
1988,Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Individual,Manual,First Owner
1989,Tata Hexa XTA,2017,1200000,50000,Diesel,Individual,Automatic,First Owner
1990,Toyota Corolla Altis 1.8 J,2008,400000,35000,Petrol,Individual,Manual,Second Owner
1991,Maruti Ritz VDi,2010,148000,100000,Diesel,Individual,Manual,Second Owner
1992,Tata Manza Club Class Quadrajet90 LS,2014,200000,100000,Diesel,Individual,Manual,First Owner
1993,Maruti Swift Dzire VDI,2016,284000,40000,Diesel,Individual,Manual,Second Owner
1994,Maruti Wagon R VXI Minor,2007,80000,60000,Petrol,Individual,Manual,Third Owner
1995,Chevrolet Beat PS,2014,170000,77000,Petrol,Individual,Manual,First Owner
1996,Hyundai Accent Executive,2011,150000,60000,Petrol,Individual,Manual,First Owner
1997,Tata Manza Aura (ABS) Safire BS IV,2010,110000,77073,Petrol,Individual,Manual,Second Owner
1998,Ford Figo Aspire 1.5 TDCi Titanium,2016,400000,70000,Diesel,Individual,Manual,First Owner
1999,Hyundai i10 Magna LPG,2013,275000,90000,LPG,Individual,Manual,Second Owner
2000,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,800000,186000,Diesel,Individual,Manual,Third Owner
2001,Mahindra Scorpio M2DI,2014,550000,90000,Diesel,Individual,Manual,First Owner
2002,Maruti Alto LX BSIII,2007,125000,100000,Petrol,Individual,Manual,Second Owner
2003,Chevrolet Beat LT,2010,135000,80000,Petrol,Individual,Manual,Second Owner
2004,Mahindra Scorpio LX BSIV,2012,349000,150000,Diesel,Individual,Manual,First Owner
2005,Maruti Swift VDI BSIV,2014,458000,80000,Diesel,Individual,Manual,First Owner
2006,Maruti Alto K10 VXI,2018,300000,35000,Petrol,Individual,Manual,First Owner
2007,Maruti Alto LXi,2008,95000,70000,Petrol,Individual,Manual,First Owner
2008,Maruti S-Cross Zeta DDiS 200 SH,2018,850000,50000,Diesel,Individual,Manual,First Owner
2009,Ford Freestyle Titanium Diesel,2019,750000,25000,Diesel,Individual,Manual,First Owner
2010,Ford Figo Diesel Celebration Edition,2013,190000,120000,Diesel,Individual,Manual,First Owner
2011,Maruti Wagon R LXI Minor,2009,150000,70000,Petrol,Individual,Manual,First Owner
2012,Hyundai Accent GLE,2009,114999,106000,Petrol,Individual,Manual,Third Owner
2013,Toyota Innova 2.0 VX 7 Seater,2010,320000,120000,Petrol,Individual,Manual,Third Owner
2014,Maruti Alto 800 CNG LXI Optional,2019,300000,120000,CNG,Individual,Manual,First Owner
2015,Maruti Ritz LXi,2016,275000,160000,Petrol,Individual,Manual,First Owner
2016,Chevrolet Aveo 1.6 LT with ABS,2010,140000,120000,Petrol,Individual,Manual,Second Owner
2017,Tata Altroz XZ,2020,830000,10000,Petrol,Individual,Manual,First Owner
2018,Volkswagen Polo SR Petrol 1.2L,2013,380000,50000,Petrol,Individual,Manual,First Owner
2019,Hyundai i10 Magna 1.2,2010,150000,90000,Petrol,Individual,Manual,Second Owner
2020,Chevrolet Spark 1.0 LS,2008,50000,70000,Petrol,Individual,Manual,First Owner
2021,Mahindra Bolero SLX,2008,155000,100000,Diesel,Individual,Manual,First Owner
2022,Mahindra Bolero SLX,2008,155000,100000,Diesel,Individual,Manual,First Owner
2023,Skoda Superb 1.8 TFSI MT,2010,300000,80000,Petrol,Individual,Manual,First Owner
2024,Maruti Alto 800 LXI,2018,300000,16584,Petrol,Dealer,Manual,First Owner
2025,Tata Tiago 2019-2020 XE Diesel,2016,385000,38000,Diesel,Dealer,Manual,First Owner
2026,Maruti Wagon R LXI,2010,221000,51000,Petrol,Dealer,Manual,First Owner
2027,Tata Tiago 1.05 Revotorq XE,2016,381000,38000,Diesel,Dealer,Manual,First Owner
2028,Maruti Alto 800 LXI,2015,250999,35000,Petrol,Dealer,Manual,First Owner
2029,Hyundai Santro LS zipPlus,2002,60000,120000,Petrol,Individual,Manual,Third Owner
2030,Tata Tiago 1.05 Revotorq XE,2016,380000,38000,Diesel,Dealer,Manual,First Owner
2031,Skoda Laura L n K 1.9 PD,2008,180000,144000,Diesel,Individual,Manual,Third Owner
2032,Maruti Ciaz ZDi Plus,2017,751000,64000,Diesel,Dealer,Manual,First Owner
2033,Mahindra XUV500 AT W10 FWD,2015,1250000,60000,Diesel,Dealer,Automatic,First Owner
2034,Hyundai EON 1.0 Era Plus,2014,229999,65000,Petrol,Dealer,Manual,First Owner
2035,Tata Safari Storme EX,2019,1250000,24000,Diesel,Individual,Manual,First Owner
2036,Mahindra Scorpio VLX 2WD BSIV,2014,782000,58000,Diesel,Dealer,Manual,Second Owner
2037,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,780000,58000,Diesel,Dealer,Manual,Second Owner
2038,Maruti Alto 800 LXI,2016,245000,68000,Petrol,Dealer,Manual,First Owner
2039,Hyundai i20 1.4 CRDi Sportz,2011,321000,81257,Diesel,Dealer,Manual,First Owner
2040,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,509999,44000,Diesel,Dealer,Manual,First Owner
2041,Tata Nano CX SE,2015,110000,45000,Petrol,Dealer,Manual,First Owner
2042,Volkswagen Polo Diesel Highline 1.2L,2013,400000,75000,Diesel,Dealer,Manual,First Owner
2043,Maruti Swift VXI,2013,370000,90000,Petrol,Individual,Manual,First Owner
2044,Hyundai Verna CRDi ABS,2007,175000,80000,Diesel,Individual,Manual,Second Owner
2045,Mercedes-Benz E-Class 230,1998,1000000,35000,Petrol,Individual,Automatic,Second Owner
2046,Maruti Alto 800 LXI,2013,92800,25000,Petrol,Individual,Manual,Second Owner
2047,Tata Xenon XT EX 4X2,2014,291000,90000,Diesel,Individual,Manual,First Owner
2048,Maruti Alto 800 LXI,2013,92800,25000,Petrol,Individual,Manual,Second Owner
2049,Hyundai Verna 1.6 SX CRDi (O),2013,335000,110000,Diesel,Individual,Manual,Third Owner
2050,Maruti Omni 8 Seater BSIV,2013,170000,35000,Petrol,Individual,Manual,First Owner
2051,Maruti Alto 800 LXI,2019,295000,10000,Petrol,Individual,Manual,First Owner
2052,Renault KWID RXL,2019,375000,10000,Petrol,Individual,Manual,First Owner
2053,Hyundai EON Era Plus,2012,215000,70000,Petrol,Individual,Manual,Second Owner
2054,Ford Fiesta 1.4 ZXi TDCi ABS,2009,150000,110000,Diesel,Individual,Manual,Second Owner
2055,Maruti Alto LXI,2003,60000,5000,Petrol,Individual,Manual,Second Owner
2056,Maruti Alto LX,2006,52000,120000,Petrol,Individual,Manual,Third Owner
2057,Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,80000,90000,LPG,Individual,Manual,Second Owner
2058,Maruti Alto LX,2012,140000,70000,Petrol,Individual,Manual,Second Owner
2059,Hyundai Verna i (Petrol),2008,120000,90000,Petrol,Individual,Manual,Second Owner
2060,Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000,120000,Diesel,Individual,Manual,Third Owner
2061,Tata New Safari Dicor EX 4X2 BS IV,2012,280000,110000,Diesel,Individual,Manual,Fourth & Above Owner
2062,Toyota Etios VD,2016,450000,50000,Diesel,Individual,Manual,Second Owner
2063,Mahindra XUV500 W7,2018,1150000,58000,Diesel,Individual,Manual,First Owner
2064,Maruti Baleno Delta 1.3,2018,650000,15000,Diesel,Individual,Manual,First Owner
2065,Tata Zest Revotron 1.2T XE,2015,300000,60000,Petrol,Individual,Manual,Second Owner
2066,Tata Nano Twist XT,2015,73000,57000,Petrol,Individual,Manual,First Owner
2067,Maruti Swift VDI BSIV,2015,400000,87000,Diesel,Individual,Manual,Third Owner
2068,Renault KWID 1.0 RXT Optional,2017,300000,70000,Petrol,Individual,Manual,First Owner
2069,Maruti Wagon R AX,2012,300000,30000,Petrol,Individual,Automatic,Second Owner
2070,Maruti Swift Dzire VDI,2012,450000,80000,Diesel,Individual,Manual,First Owner
2071,Hyundai Santro Xing GLS,2009,200000,100000,Petrol,Individual,Manual,Second Owner
2072,Maruti Swift VXI,2019,580000,40000,Petrol,Individual,Manual,First Owner
2073,Hyundai Grand i10 1.2 Kappa Asta,2017,550000,3917,Petrol,Individual,Manual,First Owner
2074,Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,190000,160000,Diesel,Individual,Manual,Second Owner
2075,Tata Tiago 1.05 Revotorq XT Option,2017,450000,35000,Diesel,Individual,Manual,First Owner
2076,Chevrolet Spark 1.0 LS,2014,220000,70000,Petrol,Individual,Manual,First Owner
2077,Maruti SX4 ZXI MT BSIV,2012,310000,69069,Petrol,Dealer,Manual,First Owner
2078,Hyundai Elite i20 Sportz Plus BSIV,2019,650000,13500,Petrol,Individual,Manual,First Owner
2079,Maruti Wagon R Stingray VXI,2014,300000,59059,Petrol,Dealer,Manual,First Owner
2080,Hyundai Accent Executive,2013,200000,70000,Petrol,Individual,Manual,First Owner
2081,Honda Brio S MT,2012,285000,39039,Petrol,Dealer,Manual,First Owner
2082,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner
2083,Hyundai Verna Transform SX VTVT,2011,370000,55168,Petrol,Individual,Manual,Second Owner
2084,Hyundai i20 1.2 Sportz,2013,375000,41041,Petrol,Dealer,Manual,First Owner
2085,Hyundai i10 Magna,2009,235000,67067,Petrol,Dealer,Manual,First Owner
2086,Hyundai i10 Sportz 1.2 AT,2013,345000,66066,Petrol,Dealer,Automatic,First Owner
2087,Mahindra Quanto C8,2013,365000,82082,Diesel,Dealer,Manual,First Owner
2088,Hyundai Grand i10 Sportz,2014,400000,48000,Petrol,Individual,Manual,First Owner
2089,Hyundai EON D Lite Plus,2015,250000,30000,Petrol,Individual,Manual,First Owner
2090,Hyundai Verna SX CRDi AT,2012,465000,70070,Diesel,Dealer,Automatic,First Owner
2091,Renault KWID RXT,2017,300000,10000,Petrol,Individual,Manual,First Owner
2092,Maruti Swift Dzire ZXI 1.2 BS IV,2018,655000,25000,Petrol,Individual,Manual,First Owner
2093,Maruti Wagon R LXI CNG,2016,350000,30000,CNG,Individual,Manual,Second Owner
2094,Hyundai i10 Sportz 1.2 AT,2015,500000,50000,Petrol,Dealer,Automatic,First Owner
2095,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner
2096,Maruti Swift VDi BSIII W/ ABS,2008,263000,70000,Diesel,Individual,Manual,First Owner
2097,Maruti Omni MPI STD BSIV,2012,250000,90000,Petrol,Individual,Manual,First Owner
2098,Hyundai Accent GLE 1,1999,60000,90000,Petrol,Individual,Manual,Fourth & Above Owner
2099,Hyundai Getz GLX,2005,70000,90000,Petrol,Individual,Manual,Third Owner
2100,Chevrolet Sail Hatchback 1.2 LS,2016,250000,30000,Petrol,Individual,Manual,First Owner
2101,Hyundai EON Magna Plus,2016,229999,80000,Petrol,Individual,Manual,First Owner
2102,Chevrolet Optra Magnum 2.0 LS,2011,195000,120000,Diesel,Individual,Manual,First Owner
2103,Datsun RediGO S,2016,270000,22000,Petrol,Individual,Manual,First Owner
2104,Honda WR-V i-DTEC VX,2017,650000,140000,Diesel,Individual,Manual,First Owner
2105,Hyundai i20 Asta 1.4 CRDi,2014,370000,80000,Diesel,Individual,Manual,Second Owner
2106,Maruti Swift VDI Optional,2016,509999,40000,Diesel,Individual,Manual,First Owner
2107,Maruti Zen Estilo VXI BSIV,2011,280000,33000,Petrol,Individual,Manual,First Owner
2108,Maruti A-Star Vxi,2010,180000,40000,Petrol,Individual,Manual,First Owner
2109,Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,First Owner
2110,Mahindra Bolero 2011-2019 SLX,2013,400000,107000,Diesel,Individual,Manual,First Owner
2111,Hyundai i10 Sportz 1.2,2010,210000,60000,Petrol,Individual,Manual,Second Owner
2112,Hyundai Santro Xing XG eRLX Euro III,2006,90000,120000,Petrol,Individual,Manual,Second Owner
2113,Maruti Wagon R LXI BS IV,2010,222000,70000,Petrol,Individual,Manual,First Owner
2114,Maruti Alto 800 LXI,2015,240000,50000,Petrol,Individual,Manual,Second Owner
2115,Toyota Etios Liva GD,2013,450000,70000,Diesel,Individual,Manual,Second Owner
2116,Ford Ecosport 1.5 Petrol Ambiente,2017,650000,6000,Petrol,Individual,Manual,First Owner
2117,Hyundai Verna SX Diesel,2010,200000,78000,Diesel,Dealer,Manual,Second Owner
2118,Hyundai Verna SX Diesel,2011,210000,72000,Diesel,Dealer,Manual,Third Owner
2119,Tata Nano Cx BSIV,2011,75000,9528,Petrol,Dealer,Manual,First Owner
2120,Toyota Innova 2.5 G (Diesel) 8 Seater,2011,450000,135200,Diesel,Dealer,Manual,First Owner
2121,Hyundai i20 1.2 Sportz,2011,220000,58000,Petrol,Dealer,Manual,Second Owner
2122,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,325000,78000,Diesel,Dealer,Manual,Second Owner
2123,Tata Zest Revotron 1.2T XE,2018,450000,45000,Petrol,Individual,Manual,First Owner
2124,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,825000,35000,Diesel,Individual,Manual,First Owner
2125,Hyundai Accent GLS,2007,125000,76000,Petrol,Dealer,Manual,Third Owner
2126,Mahindra Xylo D2 BS IV,2015,434999,100000,Diesel,Individual,Manual,Third Owner
2127,Mahindra Scorpio SLE BSIV,2011,484999,99000,Diesel,Individual,Manual,Second Owner
2128,Maruti Ritz VDi,2009,175000,80000,Diesel,Individual,Manual,Third Owner
2129,Honda Civic 1.8 S MT,2006,220000,120000,Petrol,Individual,Manual,Third Owner
2130,Honda BR-V i-VTEC VX MT,2020,1250000,1100,Petrol,Dealer,Manual,First Owner
2131,Maruti Omni E MPI STD BS IV,2017,215000,34000,Petrol,Dealer,Manual,First Owner
2132,Mahindra XUV500 W6 2WD,2014,625000,68000,Diesel,Dealer,Manual,First Owner
2133,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,615000,15000,Diesel,Individual,Manual,First Owner
2134,Chevrolet Beat Diesel PS,2012,130000,58000,Diesel,Dealer,Manual,First Owner
2135,Tata Indigo CS eLX BS IV,2013,175000,50300,Diesel,Individual,Manual,First Owner
2136,Tata Indigo CR4,2011,150000,70000,Diesel,Individual,Manual,Second Owner
2137,Tata Indica Vista TDI LS,2011,195000,60000,Diesel,Individual,Manual,Third Owner
2138,Maruti Ertiga 1.5 VDI,2020,550000,90000,Diesel,Individual,Manual,First Owner
2139,Isuzu D-Max V-Cross Standard,2018,1500000,40000,Diesel,Individual,Manual,First Owner
2140,Skoda Superb 1.8 TFSI MT,2010,400000,80000,Petrol,Individual,Manual,Second Owner
2141,Nissan Kicks XV Premium D BSIV,2019,1350000,15000,Diesel,Individual,Manual,First Owner
2142,Maruti Swift 1.2 DLX,2015,217000,45000,Petrol,Individual,Manual,First Owner
2143,Maruti Swift VDI BSIV,2011,290000,130000,Diesel,Individual,Manual,Second Owner
2144,Mahindra Bolero Power Plus SLX,2018,700000,80000,Diesel,Individual,Manual,First Owner
2145,Maruti Alto 800 Base,2014,175000,40000,Petrol,Individual,Manual,First Owner
2146,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,575000,80000,Diesel,Individual,Manual,First Owner
2147,Maruti Ritz LDi,2016,380000,100000,Diesel,Individual,Manual,Second Owner
2148,Mahindra Xylo D4 BSIV,2013,350000,151624,Diesel,Individual,Manual,Second Owner
2149,Renault Duster 85PS Diesel RxL Optional,2012,450000,160000,Diesel,Individual,Manual,First Owner
2150,Hyundai Santro AT CNG,2005,130000,110000,CNG,Individual,Manual,Second Owner
2151,Maruti Swift VDI BSIV,2015,320000,74820,Diesel,Individual,Manual,First Owner
2152,Mahindra XUV500 W6 2WD,2014,550000,82000,Diesel,Individual,Manual,First Owner
2153,Maruti Wagon R VXI BS IV,2015,370000,50000,Petrol,Individual,Manual,Second Owner
2154,Chevrolet Beat LT,2010,114999,70000,Petrol,Individual,Manual,Second Owner
2155,Ford Ecosport Sports Petrol,2020,1100000,1000,Petrol,Individual,Manual,First Owner
2156,Hyundai Tucson CRDi,2006,170000,170000,Diesel,Individual,Manual,First Owner
2157,Tata Indigo TDI,2008,80000,150000,Diesel,Individual,Manual,Third Owner
2158,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,950000,17000,Diesel,Individual,Manual,First Owner
2159,Maruti Swift Dzire VDI,2014,425000,150000,Diesel,Individual,Manual,First Owner
2160,Hyundai i20 Asta Option 1.4 CRDi,2015,500000,80000,Diesel,Individual,Manual,First Owner
2161,Hyundai Santro Xing XG eRLX Euro III,2005,70000,170000,Petrol,Individual,Manual,Third Owner
2162,Honda Amaze S i-Dtech,2013,349000,120000,Diesel,Individual,Manual,First Owner
2163,Hyundai i20 1.2 Sportz,2012,330000,90000,Petrol,Individual,Manual,Third Owner
2164,Hyundai Santro Xing GLS,2010,120000,90000,Petrol,Individual,Manual,Third Owner
2165,Hyundai Verna 1.6 SX CRDi (O),2013,430000,100000,Diesel,Individual,Manual,Second Owner
2166,Maruti Swift VDI BSIV,2014,390000,90000,Diesel,Individual,Manual,First Owner
2167,Nissan Micra Diesel XV Primo,2012,225000,129000,Diesel,Individual,Manual,First Owner
2168,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,350000,186000,Diesel,Individual,Automatic,Second Owner
2169,Tata Sumo LX,2009,100000,66778,Diesel,Individual,Manual,First Owner
2170,Hyundai EON Era Plus,2014,190000,50000,Petrol,Individual,Manual,First Owner
2171,Hyundai i20 Sportz 1.4 CRDi,2014,315000,110000,Diesel,Individual,Manual,Second Owner
2172,Hyundai Grand i10 CRDi Magna,2015,300000,60000,Diesel,Individual,Manual,Second Owner
2173,Renault KWID RXT,2016,280000,40000,Petrol,Individual,Manual,First Owner
2174,Hyundai Tucson 2.0 e-VGT 2WD MT,2017,1650000,55000,Diesel,Dealer,Manual,First Owner
2175,Hyundai EON Era Plus,2015,295000,21000,Petrol,Dealer,Manual,Second Owner
2176,Jaguar XF 5.0 Litre V8 Petrol,2012,2050000,66363,Petrol,Dealer,Automatic,Second Owner
2177,Hyundai Creta 1.6 VTVT AT SX Plus,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner
2178,Hyundai Verna VTVT 1.6 AT SX Option,2017,1100000,10000,Petrol,Individual,Automatic,First Owner
2179,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,4400000,100000,Diesel,Individual,Automatic,Second Owner
2180,Maruti Swift ZXI BSIV,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
2181,Maruti S-Cross Zeta DDiS 200 SH,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
2182,Hyundai Verna 1.6 VTVT SX,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
2183,Volkswagen Polo GTI,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner
2184,Renault Pulse RxL,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
2185,Maruti Celerio VXI AMT BSIV,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
2186,Honda Brio V MT,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
2187,Maruti Baleno Alpha 1.3,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner
2188,Hyundai Creta 1.6 SX Automatic Diesel,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
2189,Honda City i VTEC V,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
2190,Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,First Owner
2191,Toyota Innova Crysta 2.4 GX AT,2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner
2192,Tata Tiago 1.2 Revotron XZ,2018,539000,10000,Petrol,Individual,Manual,First Owner
2193,Maruti Celerio ZXI,2017,420000,50000,Petrol,Individual,Manual,First Owner
2194,Maruti Omni E 8 Str STD,2001,85000,70000,Petrol,Individual,Manual,Third Owner
2195,OpelCorsa 1.6Gls,2004,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner
2196,Hyundai EON D Lite,2014,180000,76000,Petrol,Individual,Manual,Second Owner
2197,Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014,400000,120000,Diesel,Individual,Manual,Second Owner
2198,Mahindra Scorpio VLX 2WD ABS AT BSIII,2009,360000,170000,Diesel,Individual,Automatic,Third Owner
2199,Hyundai Santro Xing XG,2003,85000,110000,Petrol,Individual,Manual,Second Owner
2200,Honda Brio 1.2 S MT,2016,350000,63400,Petrol,Individual,Manual,First Owner
2201,Datsun GO Plus T BSIV,2015,380000,25000,Petrol,Individual,Manual,First Owner
2202,Hyundai i10 Era,2009,140000,80000,Petrol,Individual,Manual,Third Owner
2203,Maruti Wagon R VXI BS IV,2012,200000,90000,Petrol,Individual,Manual,First Owner
2204,Hyundai Santro Xing GL,2011,150000,157000,Petrol,Individual,Manual,First Owner
2205,Tata Indica Vista Quadrajet LS,2012,150000,80000,Diesel,Individual,Manual,Second Owner
2206,Maruti 800 Std BSII,2006,90000,40000,Petrol,Individual,Manual,Second Owner
2207,Mahindra Bolero SLX 2WD,2007,300000,100000,Diesel,Individual,Manual,Second Owner
2208,Renault KWID RXT,2017,280000,50000,Petrol,Individual,Manual,First Owner
2209,Maruti Alto K10 2010-2014 VXI,2011,200000,40000,Petrol,Individual,Manual,First Owner
2210,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009,110000,38500,Petrol,Individual,Manual,Second Owner
2211,Hyundai i10 Magna,2008,140000,103921,Petrol,Individual,Manual,Second Owner
2212,Hyundai Creta 1.4 EX Diesel,2020,1050000,10000,Diesel,Individual,Manual,First Owner
2213,Honda City i-VTEC VX,2018,1150000,14825,Petrol,Dealer,Manual,First Owner
2214,Honda BR-V i-DTEC VX MT,2016,910000,43377,Diesel,Dealer,Manual,First Owner
2215,Ford Figo Diesel Titanium,2010,160000,102307,Diesel,Dealer,Manual,First Owner
2216,Maruti Zen LX,2004,105000,79000,Petrol,Individual,Manual,Second Owner
2217,Skoda Octavia Elegance 2.0 TDI AT,2014,1200000,135000,Diesel,Individual,Automatic,Third Owner
2218,Renault KWID 1.0 RXT Optional,2018,300000,10500,Petrol,Individual,Manual,First Owner
2219,Maruti Wagon R LXI,2004,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner
2220,Chevrolet Beat Diesel,2012,160000,110000,Diesel,Individual,Manual,First Owner
2221,Chevrolet Beat Diesel LS,2012,160000,50000,Diesel,Individual,Manual,First Owner
2222,Chevrolet Sail Hatchback LT ABS,2013,225000,80000,Diesel,Individual,Manual,First Owner
2223,Honda Jazz 1.5 VX i DTEC,2018,790000,19571,Diesel,Dealer,Manual,First Owner
2224,Honda City 1.3 EXI,2002,145000,100000,Petrol,Individual,Manual,First Owner
2225,Honda City i-VTEC ZX,2018,1200000,29600,Petrol,Dealer,Manual,First Owner
2226,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000,20000,Diesel,Individual,Manual,First Owner
